344	103020618	0.45603925
344	103024094	0.8135106
344	103006062	0.032673616
344	103039206	0.37064037
344	103032121	0.018561395
344	103044156	0.8278211
344	103057992	0.72001505
344	103011352	0.1330245
0	103042011	0.7955973
0	101177314	0.945372
0	103009949	0.72690564
0	103022608	0.012545689
0	103041034	0.7435592
0	103048369	0.9263857
0	103011389	0.87631595
0	103048541	0.9523631
0	103009583	0.7683254
0	103055901	0.69133866
0	103011659	0.6140971
0	103060348	0.97097605
0	103006494	0.7254446
0	103016991	0.14139067
0	103007358	0.90481514
0	103058996	0.9581103
0	103045506	0.8599858
0	103017504	0.9289854
0	103015865	0.41719216
0	103043375	0.8942991
0	103051237	0.6677404
0	103017156	0.9644386
0	103019797	0.95647436
0	103044520	0.09739945
0	103006329	0.85321444
0	103040738	0.47620428
0	103008387	0.65401393
0	103037232	0.12760144
0	103064092	0.96246433
0	103004265	0.12239675
346	103041138	0.0014878785
346	103030291	0.79823685
346	103012361	0.036705144
346	103032590	0.0048631234
346	103032125	0.0015817125
346	103003480	0.7187537
346	103007230	0.009746951
346	103015652	0.0037299849
346	103014604	0.0011601809
346	103005930	0.20714016
346	103024562	0.16769385
346	103035131	0.06511721
346	103019781	0.66467595
346	103065639	0.048112657
346	103022232	0.0021737989
346	103055875	0.0021610898
346	103003589	0.1891218
346	103033453	0.51032585
346	103052228	0.07912092
346	103011401	0.009800503
346	103039206	0.52453786
347	103060723	0.006330757
347	103038033	0.38350645
347	103011122	0.12791708
347	103005647	0.5882439
347	101520853	0.0025413309
347	103052074	0.0010198267
347	103034466	0.0008982444
347	103046960	0.0007819668
347	103015285	0.75151813
347	103055361	0.8217911
347	103058052	0.8201833
347	103055903	0.0010235099
347	103003002	0.29268533
347	103058235	0.0010473153
347	103044745	0.081305504
347	103035931	0.001102619
347	103050843	0.0074314913
347	103005852	0.0011280687
347	103062504	0.115266636
347	103000704	0.3239283
347	103057859	0.0009001498
347	103064041	0.0013171686
347	103059718	0.0010524924
347	103021339	0.73675585
347	103004554	0.86417097
347	103029441	0.001012695
347	103006124	0.17576455
347	103030512	0.19099766
347	103031224	0.31746966
347	103006856	0.84921294
340	103039599	0.64928854
340	103004573	0.0010832127
340	103005163	0.008736671
340	103012850	0.011557529
340	103009266	0.004660009
340	103025624	0.81232387
340	103000184	0.80156296
340	103031401	0.0012443336
340	103048858	0.007859435
340	103029441	0.001130711
340	103007537	0.0011409704
340	103004955	0.022963587
340	103057020	0.7324412
340	103041614	0.3066118
340	103053044	0.0010469303
340	103052102	0.00091995904
340	103004804	0.004376573
340	103025736	0.7076869
340	103011548	0.8158113
340	103028285	0.0040219924
340	103045647	0.16832788
340	103043497	0.0028941182
340	103001472	0.008727442
340	103039956	0.057219688
340	103044661	0.0032474233
340	103033318	0.18010525
340	103058235	0.0010518327
340	103016244	0.0017492207
340	103038033	0.2689748
340	103024593	0.001013529
341	103033945	0.5324484
341	103042082	0.43920702
341	103042012	0.003927884
341	103034782	0.8415178
341	103029553	0.65397125
341	103039634	0.49799827
341	103005835	0.63514954
341	103036469	0.64273304
341	103055856	0.51426643
341	103038534	0.5899545
341	103006790	0.6407759
341	103014176	0.5038509
341	103043231	0.010792963
341	103017073	0.47987643
341	103011782	0.67960286
341	103037010	0.75008
341	103020779	0.01599459
341	103021726	0.22321399
341	103016471	0.8184539
341	103009857	0.63035744
341	103057708	0.76235634
341	103040020	0.7094019
341	103056260	0.22877175
341	103029068	0.4948308
341	103056441	0.0043892404
341	103036197	0.56750786
341	103042718	0.014451113
341	103054401	0.39558008
341	103047492	0.08984547
341	103016950	0.502213
342	103027303	0.5656924
342	103004996	0.14889286
342	103019627	0.9194704
342	103053188	0.83938897
342	103007812	0.94433063
342	103019700	0.9411937
342	103031030	0.0050984146
342	103044155	0.9385261
342	103064995	0.6271599
342	103047542	0.8178142
342	103041375	0.8773937
342	103048910	0.00095208833
342	103018848	0.8758708
342	103044754	0.8753421
342	103035832	0.8876986
342	103050111	0.9358911
342	103056260	0.8939286
342	103036197	0.8557869
342	103025206	0.8132526
342	103007086	0.34216225
342	103016815	0.1364566
342	103036781	0.79979956
342	103006984	0.942369
342	103043231	0.9019088
342	103056441	0.009430978
342	103050534	0.9038299
342	103061254	0.937042
342	103013783	0.8717308
342	103001802	0.96106577
342	103013229	0.37363875
343	103031651	0.7767093
343	103006733	0.7440128
343	103049843	0.7487906
343	103022271	0.35406348
343	103049900	0.6200444
343	103043019	0.047285184
343	103001897	0.5763785
343	103040379	0.64825153
343	103036183	0.5837823
343	103056023	0.4392211
343	103002772	0.9155738
343	103019043	0.38041764
343	103066227	0.80846953
343	103020947	0.22870445
343	103044650	0.8611601
343	103014612	0.7494706
343	103003441	0.03424963
343	103026572	0.0050939084
343	103059988	0.8148239
343	103026918	0.05838672
343	103046875	0.005986614
343	103023594	0.7559095
343	103012954	0.32017043
343	103057244	0.39691293
343	103004076	0.74191666
343	103009668	0.7893974
343	103019667	0.66542757
343	103033081	0.47755894
343	103061967	0.526581
343	103057768	0.59688526
810	103024417	0.86203957
810	103034838	0.088638924
810	103018072	0.8955243
810	103000103	0.039213024
810	103043477	0.44644803
810	103023585	0.67773235
810	103034562	0.7955455
810	103058107	0.6505232
810	103033407	0.44465
810	103044603	0.8221272
810	103037470	0.17722023
810	103036156	0.8264687
810	103009813	0.6578841
810	103036020	0.8107901
810	103033257	0.62599915
810	103032359	0.7872343
810	103039229	0.71878725
810	103046874	0.54431224
810	103050868	0.8357793
810	103058653	0.7638163
810	103034118	0.77591866
810	103001040	0.28005838
810	103064191	0.4508533
810	103064951	0.4967218
810	103065027	0.84845495
810	103046234	0.30684134
810	103002454	0.8035778
810	103054179	0.29628706
810	103015319	0.4238441
810	103021611	0.7694357
811	103012252	0.8115354
811	103031416	0.71462303
811	103036823	0.5692265
811	103054065	0.5010309
811	103000845	0.7126183
811	103053441	0.72150147
811	103027629	0.42116302
811	103019668	0.7394577
811	103061388	0.84775174
811	103032980	0.80842996
811	103029093	0.86897844
811	103046452	0.0032032975
811	103031956	0.7527159
811	103023045	0.40639997
811	103024718	0.6871947
811	103048265	0.43077534
811	103013853	0.49554214
