344	103052198	0.00095232244
344	103027171	0.47167525
344	103034779	0.002167297
344	103035134	0.0974221
344	103024900	0.00091056695
344	103062382	0.00088513497
344	103004955	0.00087490014
344	103056533	0.0008471088
344	103059573	0.0009350829
344	103060543	0.7059925
344	103018379	0.0008349916
344	101205239	0.886396
344	103064510	0.83500826
344	103033906	0.7211702
344	103008675	0.0008519008
344	103040031	0.71624655
344	103016989	0.0030943046
344	103037228	0.00084545725
344	103050486	0.00082781556
344	103061322	0.0014158007
344	103044158	0.44375294
344	103064041	0.00087856426
344	103053832	0.000834791
344	103000708	0.00084687787
344	103037936	0.35077533
344	103024721	0.1053647
344	103049020	0.00084640196
344	103054801	0.00093404815
344	103055067	0.0008634465
344	103033324	0.00086847815
0	103026621	0.00087024097
0	103017048	0.9293224
0	103059361	0.95398897
0	103026519	0.00089454785
0	103065485	0.0010393537
0	103005587	0.21158063
0	103047314	0.00089539547
0	103023399	0.4057683
0	103046705	0.0008216324
0	103031217	0.84729797
0	103035435	0.0009011539
0	103020398	0.9528305
0	103007235	0.0010346806
0	103024664	0.00088210235
0	103012102	0.00092931144
0	103030528	0.0014821428
0	103057842	0.0008195385
0	103025465	0.0010234513
0	103057125	0.21159272
0	103030678	0.0008626127
0	103018696	0.0008504717
0	103051756	0.06281918
0	103061530	0.0010695867
0	103020299	0.021819446
0	103020893	0.92383283
0	103001388	0.0011466143
0	103056681	0.0022784914
0	103027983	0.67262447
0	103054747	0.0008710241
0	103028493	0.0008242453
346	103010535	0.17495282
346	103048277	0.1126857
346	103010651	0.9690062
346	103003495	0.93681264
346	103011035	0.13148808
346	103030098	0.9607882
346	103047420	0.18195178
346	103054255	0.4573166
346	103030856	0.9764391
346	103053584	0.9652102
346	103014889	0.12623969
346	103052979	0.12081979
346	103046822	0.09530094
346	103029329	0.39110658
346	103065276	0.58378136
346	103044881	0.2361823
346	103044121	0.08901019
346	103001216	0.12811935
346	103022447	0.3045799
346	103035563	0.21445772
346	103021966	0.42352182
346	103007340	0.5443903
346	103009629	0.05661554
346	103045129	0.1178433
346	103050471	0.34017986
346	103030635	0.13521713
346	103029867	0.42693323
346	103006921	0.10549548
346	103029186	0.10264942
346	103052613	0.1212581
347	103002181	0.003397311
347	103020731	0.0035586618
347	103012669	0.09488717
347	103056260	0.03622745
347	103047492	0.028801411
347	103029068	0.002812297
347	103045654	0.0012642388
347	103021251	0.6221814
347	103047268	0.0010724518
347	103038534	0.023799742
347	103011782	0.20213385
347	103041742	0.0018465056
347	103062862	0.0010858491
347	103030730	0.6389343
347	103003564	0.0021484052
347	103039634	0.0016304603
347	103052186	0.6072161
347	103056441	0.002012924
347	103012242	0.8837062
347	103027661	0.4686111
347	103030171	0.0012890114
347	103032642	0.0012258011
347	103025469	0.0010203458
347	103051426	0.00093004486
347	103047088	0.0010657867
347	103060128	0.13255732
347	103000882	0.71391684
347	103008581	0.73445374
347	103045682	0.0015537625
347	103037010	0.011418236
340	103025096	0.00078357063
340	103034743	0.94400716
